desc: I1 cache:         32768 B, 64 B, 8-way associative
desc: D1 cache:         32768 B, 64 B, 8-way associative
desc: LL cache:         16777216 B, 64 B, 16-way associative
cmd: ./stencil_parallel -x 512 -y 512 -o 0 -v 0 -n 100
events: Ir I1mr ILmr Dr D1mr DLmr Dw D1mw DLmw Bc Bcm Bi Bim
562 780 0 0 0 0 0 780 2 0 0 0 0 0
564 3900 2 1 2730 0 0 0 0 0 390 0 0 0
fn=ucp_proto_perf_node_new_select
508 352 0 0 0 0 0 88 0 0 0 0 0 0
509 176 0 0 0 0 0 0 0 0 88 0 0 0
513 88 0 0 0 0 0 88 0 0 0 0 0 0
514 88 0 0 0 0 0 88 0 0 0 0 0 0
515 88 0 0 0 0 0 88 14 1 0 0 0 0
516 176 9 1 0 0 0 176 0 0 0 0 0 0
517 440 0 0 0 0 0 88 0 0 0 0 0 0
569 1672 24 2 88 0 0 792 0 0 88 4 0 0
572 528 9 1 0 0 0 352 0 0 0 0 0 0
573 88 0 0 0 0 0 88 0 0 0 0 0 0
575 968 0 0 704 0 0 0 0 0 88 0 0 0
fn=ucp_proto_perf_node_own_child
621 186 46 1 0 0 0 0 0 0 0 0 0 0
622 558 0 0 186 0 0 0 0 0 186 8 0 0
624 372 3 1 0 0 0 0 0 0 186 0 0 0
629 372 0 0 0 0 0 0 0 0 0 0 0 0
fn=ucp_proto_perf_node_ref
584 568 10 1 0 0 0 0 0 0 0 0 0 0
585 1136 0 0 0 0 0 0 0 0 568 2 0 0
587 568 0 0 568 110 0 0 0 0 0 0 0 0
589 568 0 0 568 0 0 0 0 0 0 0 0 0
fn=ucp_proto_select_elem_info
135 18 3 1 3 0 0 6 0 0 0 0 0 0
138 27 3 1 3 3 0 6 0 0 0 0 0 0
173 6 0 0 6 3 0 0 0 0 0 0 0 0
176 18 0 0 0 0 0 3 0 0 3 0 0 0
177 3 0 0 3 0 0 0 0 0 0 0 0 0
190 48 6 2 6 0 0 27 0 0 0 0 0 0
191 33 3 1 3 0 0 9 0 0 3 3 0 0
192 36 3 1 3 0 0 12 0 0 3 1 0 0
204 18 3 1 3 0 0 0 0 0 6 0 0 0
205 9 3 1 0 0 0 3 0 0 0 0 0 0
267 33 3 1 27 0 0 0 0 0 3 0 0 0
fn=ucp_proto_select_elem_trace
986 42 6 2 3 0 0 24 0 0 0 0 0 0
987 9 0 0 0 0 0 9 0 0 0 0 0 0
991 27 0 0 0 0 0 12 0 0 0 0 0 0
993 27 0 0 3 0 0 3 0 0 3 2 0 0
998 9 3 1 6 0 0 0 0 0 3 0 0 0
1003 6 0 0 0 0 0 3 0 0 0 0 0 0
1004 33 3 1 27 0 0 0 0 0 3 1 0 0
fn=ucp_proto_select_info_str
478 744 34 1 0 0 0 310 10 0 0 0 0 0
479 186 0 0 0 0 0 62 3 0 0 0 0 0
481 156 16 1 32 0 0 0 0 0 62 10 0 0
482 128 0 0 32 0 0 32 0 0 32 8 0 0
483 85 9 0 0 0 0 17 0 0 0 0 0 0
484 30 0 0 0 0 0 0 0 0 15 0 0 0
488 60 0 0 0 0 0 15 0 0 0 0 0 0
491 192 5 0 0 0 0 32 0 0 0 0 0 0
495 186 0 0 62 0 0 62 0 0 62 0 0 0
500 372 0 0 372 0 0 0 0 0 0 0 0 0
fn=ucp_proto_select_param_str
341 434 15 1 186 11 0 62 0 0 0 0 0 0
343 124 0 0 0 0 0 0 0 0 62 2 0 0
344 248 0 0 0 0 0 0 0 0 0 0 0 0
354 682 25 1 0 0 0 372 10 0 0 0 0 0
368 372 0 0 62 15 1 62 5 0 0 0 0 0
369 124 0 0 62 0 0 0 0 0 0 0 0 0
371 124 23 1 62 0 0 0 0 0 0 0 0 0
372 124 0 0 0 0 0 0 0 0 0 0 0 0
374 124 0 0 0 0 0 0 0 0 62 6 0 0
375 185 18 1 0 0 0 74 0 0 0 0 0 0
376 148 0 0 37 0 0 0 0 0 37 5 0 0
377 148 43 2 0 0 0 37 0 0 0 0 0 0
378 296 0 0 37 0 0 37 0 0 0 0 0 0
380 74 0 0 0 0 0 0 0 0 37 2 0 0
381 6 2 1 2 0 0 2 0 0 2 0 0 0
382 12 0 0 0 0 0 2 0 0 0 0 0 0
387 111 10 0 0 0 0 37 0 0 0 0 0 0
388 148 0 0 0 0 0 37 0 0 0 0 0 0
391 124 0 0 0 0 0 0 0 0 62 0 0 0
396 186 0 0 62 0 0 62 0 0 62 15 0 0
397 85 11 1 0 0 0 17 0 0 0 0 0 0
398 90 0 0 0 0 0 0 0 0 45 2 0 0
401 180 19 1 0 0 0 45 0 0 0 0 0 0
404 186 0 0 62 0 0 62 0 0 62 1 0 0
411 186 0 0 62 0 0 0 0 0 62 0 0 0
421 62 0 0 62 0 0 0 0 0 0 0 0 0
422 434 8 1 372 0 0 0 0 0 0 0 0 0
fn=ucp_proto_select_perf_str
74 2520 43 2 0 0 0 840 0 0 0 0 0 0
76 1050 0 0 420 0 0 210 0 0 0 0 0 0
77 630 0 0 420 0 0 0 0 0 0 0 0 0
80 2610 0 0 380 1 0 0 0 0 420 49 0 0
81 380 18 2 380 0 0 0 0 0 0 0 0 0
82 1050 0 0 840 0 0 0 0 0 0 0 0 0
fl=/usr/src/debug/ucx-1.17.0-3.fc41.x86_64/src/ucp/proto/proto_init.c
fn=ucp_proto_common_add_ppln_range
31 135 9 1 18 0 0 63 0 0 0 0 0 0
32 18 0 0 0 0 0 9 0 0 0 0 0 0
33 9 0 0 9 0 0 0 0 0 0 0 0 0
34 18 0 0 0 0 0 9 0 0 0 0 0 0
39 72 9 1 0 0 0 27 0 0 0 0 0 0
40 63 9 1 18 0 0 18 4 0 0 0 0 0
43 81 0 0 0 0 0 0 0 0 27 8 0 0
47 54 9 1 27 0 0 27 0 0 0 0 0 0
48 162 0 0 63 0 0 27 0 0 9 0 0 0
55 9 0 0 0 0 0 0 0 0 0 0 0 0
65 9 0 0 0 0 0 9 0 0 0 0 0 0
68 27 0 0 0 0 0 9 0 0 0 0 0 0
70 18 0 0 9 0 0 9 0 0 0 0 0 0
71 36 9 1 18 0 0 9 0 0 0 0 0 0
72 27 0 0 18 0 0 9 0 0 0 0 0 0
74 9 0 0 9 0 0 0 0 0 0 0 0 0
75 99 0 0 81 0 0 0 0 0 9 9 0 0
fn=ucp_proto_common_init_base_caps
80 22 16 1 0 0 0 0 0 0 0 0 0 0
81 44 0 0 22 0 0 22 5 0 0 0 0 0
82 44 0 0 22 0 0 22 0 0 0 0 0 0
83 88 8 1 22 0 0 22 0 0 0 0 0 0
84 22 0 0 0 0 0 22 0 0 0 0 0 0
85 22 0 0 22 0 0 0 0 0 0 0 0 0
fn=ucp_proto_common_init_caps
673 13 7 1 13 0 0 0 0 0 0 0 0 0
682 52 0 0 26 0 0 13 0 0 13 9 0 0
683 47 0 0 17 0 0 0 0 0 17 2 0 0
692 238 20 2 0 0 0 119 0 0 0 0 0 0
705 51 0 0 17 0 0 17 0 0 0 0 0 0
708 51 0 0 17 0 0 0 0 0 17 3 0 0
709 120 16 2 15 0 0 30 0 0 0 0 0 0
712 60 0 0 30 0 0 0 0 0 15 2 0 0
719 85 2 0 51 0 0 0 0 0 0 0 0 0
721 34 0 0 0 0 0 0 0 0 17 0 0 0
723 34 0 0 0 0 0 0 0 0 0 0 0 0
726 49 15 1 15 0 0 0 0 0 17 16 0 0
731 136 0 0 17 0 0 34 0 0 0 0 0 0
734 68 4 0 34 0 0 0 0 0 17 0 0 0
740 81 0 0 32 0 0 0 0 0 32 12 0 0
742 18 0 0 0 0 0 9 0 0 0 0 0 0
743 36 9 1 9 0 0 0 0 0 0 0 0 0
748 136 2 0 119 0 0 0 0 0 0 0 0 0
fn=ucp_proto_init_buffer_copy_time
356 266 16 2 19 0 0 171 0 0 0 0 0 0
357 76 0 0 38 0 0 38 0 0 0 0 0 0
367 57 0 0 0 0 0 0 0 0 19 6 0 0
368 76 0 0 38 0 0 38 0 0 0 0 0 0
371 95 15 2 0 0 0 19 0 0 0 0 0 0
372 76 0 0 19 0 0 19 0 0 0 0 0 0
375 38 0 0 0 0 0 0 0 0 0 0 0 0
452 38 11 1 19 0 0 19 0 0 0 0 0 0
455 209 10 1 171 0 0 0 0 0 19 0 0 0
fn=ucp_proto_init_check_op
752 522 25 1 0 0 0 0 0 0 0 0 0 0
754 522 0 0 522 0 0 0 0 0 0 0 0 0
fn=ucp_proto_init_memreg_time
304 110 9 1 0 0 0 77 0 0 0 0 0 0
305 22 0 0 22 0 0 0 0 0 0 0 0 0
306 11 0 0 0 0 0 0 0 0 0 0 0 0
311 22 0 0 0 0 0 11 2 0 0 0 0 0
313 22 0 0 0 0 0 0 0 0 11 9 0 0
317 33 0 0 11 0 0 0 0 0 11 2 0 0
318 55 9 1 0 0 0 11 0 0 0 0 0 0
320 22 0 0 11 4 0 11 0 0 0 0 0 0
322 55 0 0 11 0 0 11 0 0 0 0 0 0
346 22 9 1 11 0 0 11 0 0 0 0 0 0
347 88 0 0 77 0 0 0 0 0 0 0 0 0
fn=ucp_proto_init_parallel_stages
193 1734 14 1 102 0 0 1122 0 0 0 0 0 0
194 510 14 1 306 0 0 0 0 0 0 0 0 0
195 1020 13 1 102 0 0 204 0 0 102 7 0 0
196 1122 30 2 102 0 0 306 0 0 102 11 0 0
206 510 0 0 102 0 0 102 2 0 0 0 0 0
210 204 0 0 0 0 0 102 0 0 0 0 0 0
211 204 17 1 0 0 0 0 0 0 0 0 0 0
213 1320 0 0 204 0 0 0 0 0 338 26 0 0
216 236 0 0 236 0 0 0 0 0 0 0 0 0
221 1384 16 1 0 0 0 236 0 0 236 198 0 0
223 944 34 2 472 0 0 236 0 0 0 0 0 0
234 816 12 1 204 0 0 102 0 0 102 1 0 0
236 612 14 1 102 0 0 408 0 0 0 0 0 0
239 714 0 0 102 0 0 102 0 0 0 0 0 0
241 204 0 0 0 0 0 0 0 0 102 0 0 0
245 1428 0 0 544 0 0 0 0 0 221 21 0 0
246 459 17 1 102 0 0 119 0 0 0 0 0 0
247 238 0 0 119 0 0 119 0 0 0 0 0 0
248 782 14 1 340 3 0 102 0 0 119 18 0 0
249 1674 2 0 282 0 0 770 76 0 0 0 0 0
252 400 10 1 80 0 0 80 0 0 0 0 0 0
257 476 0 0 119 0 0 238 0 0 0 0 0 0
260 357 15 1 0 0 0 238 0 0 0 0 0 0
261 357 0 0 238 0 0 0 0 0 0 0 0 0
264 238 0 0 119 0 0 119 0 0 0 0 0 0
266 238 38 1 119 0 0 119 0 0 0 0 0 0
274 595 0 0 0 0 0 238 0 0 0 0 0 0
276 1310 15 1 119 0 0 0 0 0 395 167 0 0
277 276 22 1 276 0 0 0 0 0 0 0 0 0
282 714 14 1 476 0 0 238 0 0 0 0 0 0
285 476 0 0 238 0 0 119 0 0 0 0 0 0
287 357 14 1 119 0 0 119 0 0 0 0 0 0
296 204 0 0 0 0 0 102 0 0 0 0 0 0
298 1224 2 0 918 0 0 0 0 0 102 2 0 0
fn=ucp_proto_init_single_frag_ranges
467 160 0 0 0 0 0 64 0 0 0 0 0 0
470 32 0 0 32 0 0 0 0 0 0 0 0 0
475 64 0 0 0 0 0 0 0 0 32 14 0 0
476 36 4 1 6 0 0 6 0 0 0 0 0 0
478 18 0 0 6 0 0 6 0 0 0 0 0 0
479 96 8 1 22 0 0 0 0 0 48 17 0 0
481 30 2 0 0 0 0 15 0 0 0 0 0 0
484 121 5 1 33 0 0 22 0 0 0 0 0 0
486 11 4 1 11 0 0 0 0 0 0 0 0 0
488 44 0 0 22 0 0 0 0 0 11 0 0 0
493 33 0 0 11 0 0 11 0 0 0 0 0 0
496 98 4 0 49 0 0 32 0 0 0 0 0 0
497 64 12 1 32 0 0 32 0 0 0 0 0 0
499 64 0 0 32 0 0 32 0 0 0 0 0 0
500 64 0 0 32 0 0 32 0 0 0 0 0 0
501 32 0 0 0 0 0 32 0 0 0 0 0 0
503 96 0 0 0 0 0 32 0 0 0 0 0 0
514 32 0 0 32 0 0 0 0 0 0 0 0 0
518 192 0 0 0 0 0 64 0 0 0 0 0 0
522 76 0 0 32 0 0 0 0 0 38 6 0 0
523 32 0 0 32 0 0 0 0 0 0 0 0 0
528 52 0 0 52 0 0 0 0 0 0 0 0 0
531 6 3 0 0 0 0 6 0 0 0 0 0 0
532 244 27 2 64 0 0 32 0 0 0 0 0 0
534 64 9 1 0 0 0 64 0 0 0 0 0 0
535 64 0 0 0 0 0 64 0 0 0 0 0 0
540 70 0 0 0 0 0 0 0 0 32 6 0 0
541 64 0 0 0 0 0 0 0 0 0 0 0 0
546 2 0 0 0 0 0 0 0 0 0 0 0 0
547 6 0 0 2 0 0 2 0 0 0 0 0 0
551 128 26 2 0 0 0 64 0 0 0 0 0 0
552 96 0 0 32 0 0 32 0 0 0 0 0 0
561 32 0 0 32 0 0 0 0 0 0 0 0 0
568 160 11 1 0 0 0 64 0 0 0 0 0 0
572 64 0 0 0 0 0 0 0 0 32 9 0 0
573 76 11 1 54 0 0 0 0 0 22 5 0 0
575 12 1 0 0 0 0 0 0 0 6 1 0 0
576 32 0 0 16 0 0 0 0 0 16 9 0 0
578 48 0 0 0 0 0 24 0 0 0 0 0 0
580 16 0 0 0 0 0 0 0 0 8 1 0 0
585 24 0 0 8 0 0 0 0 0 8 2 0 0
587 12 0 0 6 0 0 0 0 0 0 0 0 0
589 2 0 0 2 0 0 0 0 0 0 0 0 0
593 16 0 0 0 0 0 8 0 0 0 0 0 0
596 80 8 1 8 0 0 16 0 0 0 0 0 0
600 32 0 0 16 0 0 0 0 0 8 0 0 0
607 16 0 0 8 0 0 0 0 0 8 0 0 0
609 24 8 1 16 0 0 8 0 0 0 0 0 0
612 32 0 0 8 0 0 8 0 0 0 0 0 0
615 64 0 0 32 0 0 32 0 0 0 0 0 0
616 32 0 0 0 0 0 32 0 0 0 0 0 0
617 64 11 1 0 0 0 32 0 0 0 0 0 0
619 96 0 0 0 0 0 32 0 0 0 0 0 0
630 512 34 2 32 0 0 320 0 0 0 0 0 0
631 224 0 0 160 2 0 64 0 0 0 0 0 0
654 96 11 1 32 0 0 32 0 0 0 0 0 0
656 32 0 0 0 0 0 32 0 0 0 0 0 0
659 288 0 0 128 0 0 32 0 0 0 0 0 0
662 64 0 0 0 0 0 32 0 0 0 0 0 0
664 64 0 0 0 0 0 32 0 0 0 0 0 0
666 64 0 0 0 0 0 32 0 0 0 0 0 0
668 384 1 0 288 0 0 0 0 0 32 8 0 0
fn=ucp_proto_perf_envelope_make
109 2392 25 1 0 0 0 1472 0 0 0 0 0 0
110 552 0 0 368 0 0 184 0 0 0 0 0 0
111 184 0 0 184 0 0 0 0 0 0 0 0 0
124 368 0 0 0 0 0 0 0 0 184 6 0 0
125 552 0 0 0 0 0 0 0 0 0 0 0 0
133 4221 25 2 0 0 0 0 0 0 1407 107 0 0
134 207 0 0 207 5 0 0 0 0 0 0 0 0
135 1800 0 0 0 0 0 0 0 0 0 0 0 0
138 1179 0 0 393 0 0 0 0 0 393 135 0 0
139 1179 0 0 0 0 0 0 0 0 0 0 0 0
140 903 33 2 0 0 0 439 0 0 0 0 0 0
149 414 0 0 0 0 0 207 0 0 0 0 0 0
156 621 25 1 207 0 0 0 0 0 0 0 0 0
157 2814 4 0 14 0 0 0 0 0 993 100 0 0
158 2751 26 1 1572 0 0 0 0 0 0 0 0 0
159 965 0 0 386 0 0 0 0 0 0 0 0 0
161 2053 0 0 0 0 0 0 0 0 599 134 0 0
166 142 0 0 0 0 0 0 0 0 0 0 0 0
168 568 0 0 142 0 0 213 0 0 0 0 0 0
175 414 78 1 0 0 0 207 0 0 0 0 0 0
177 4182 25 2 1149 0 0 559 0 0 383 90 0 0
179 414 0 0 207 0 0 207 0 0 0 0 0 0
180 207 0 0 0 0 0 207 0 0 0 0 0 0
182 207 0 0 0 0 0 0 0 0 0 0 0 0
183 621 0 0 207 0 0 0 0 0 207 29 0 0
185 368 105 1 0 0 0 0 0 0 0 0 0 0
186 2024 42 1 1656 0 0 0 0 0 184 4 0 0
fn=ucp_proto_perf_range_add_data
96 1710 14 1 0 0 0 570 0 0 0 0 0 0
97 1425 14 1 855 0 0 285 0 0 0 0 0 0
99 1425 0 0 855 0 0 285 0 0 0 0 0 0
101 1425 14 1 855 0 0 0 0 0 0 0 0 0
103 570 0 0 570 0 0 0 0 0 0 0 0 0
fl=/usr/src/debug/ucx-1.17.0-3.fc41.x86_64/src/ucp/proto/proto_multi.c
fn=ucp_proto_multi_init
26 196 16 2 14 0 0 112 8 0 0 0 0 0
27 42 0 0 28 0 0 14 0 0 0 0 0 0
28 28 0 0 14 0 0 14 5 0 0 0 0 0
46 28 0 0 14 0 0 0 0 0 14 5 0 0
52 56 13 1 0 0 0 14 2 0 14 2 0 0
57 154 8 1 28 0 0 28 0 0 0 0 0 0
61 28 0 0 0 0 0 0 0 0 14 7 0 0
63 10 3 1 0 0 0 0 0 0 0 0 0 0
67 63 9 1 18 0 0 9 0 0 0 0 0 0
71 27 0 0 9 0 0 0 0 0 0 0 0 0
74 90 8 1 0 0 0 36 0 0 0 0 0 0
75 96 0 0 17 0 0 18 0 0 26 12 0 0
76 34 8 1 17 0 0 0 0 0 0 0 0 0
77 34 0 0 0 0 0 0 0 0 0 0 0 0
79 85 0 0 0 0 0 34 0 0 0 0 0 0
81 34 0 0 0 0 0 0 0 0 17 3 0 0
86 102 0 0 34 0 0 0 0 0 0 0 0 0
91 36 0 0 0 0 0 27 5 0 0 0 0 0
96 18 0 0 9 0 0 0 0 0 0 0 0 0
97 9 9 1 0 0 0 9 0 0 0 0 0 0
98 45 0 0 9 7 1 27 0 0 0 0 0 0
100 179 18 2 22 0 0 62 0 0 30 11 0 0
103 26 0 0 13 0 0 0 0 0 0 0 0 0
104 104 0 0 39 0 0 0 0 0 13 0 0 0
124 152 20 2 54 0 0 16 0 0 17 3 0 0
130 65 0 0 39 0 0 26 0 0 0 0 0 0
131 65 0 0 39 0 0 13 0 0 0 0 0 0
133 78 0 0 26 0 0 39 0 0 0 0 0 0
137 87 18 2 0 0 0 13 0 0 0 0 0 0
141 36 12 2 0 0 0 18 0 0 0 0 0 0
142 27 0 0 9 0 0 9 0 0 0 0 0 0
143 9 0 0 0 0 0 9 8 0 0 0 0 0
144 9 0 0 0 0 0 9 0 0 0 0 0 0
145 9 0 0 0 0 0 9 0 0 0 0 0 0
146 9 0 0 0 0 0 9 0 0 0 0 0 0
147 9 7 1 0 0 0 9 2 0 0 0 0 0
149 18 0 0 9 0 0 9 0 0 0 0 0 0
153 167 9 1 26 0 0 40 0 0 35 10 0 0
156 65 9 1 0 0 0 13 0 0 0 0 0 0
157 13 0 0 13 0 0 0 0 0 0 0 0 0
159 73 0 0 17 0 0 13 0 0 0 0 0 0
164 91 0 0 39 0 0 0 0 0 0 0 0 0
170 39 0 0 0 0 0 13 2 0 0 0 0 0
171 52 0 0 13 0 0 13 0 0 0 0 0 0
175 26 9 1 13 0 0 13 3 0 0 0 0 0
212 91 0 0 13 0 0 0 0 0 0 0 0 0
213 13 0 0 0 0 0 0 0 0 0 0 0 0
216 52 0 0 13 0 0 13 0 0 0 0 0 0
218 13 0 0 13 0 0 0 0 0 0 0 0 0
219 221 18 2 52 0 0 13 0 0 39 9 0 0
220 13 0 0 13 0 0 0 0 0 0 0 0 0
222 52 9 1 13 0 0 13 0 0 0 0 0 0
223 26 0 0 13 0 0 13 0 0 0 0 0 0
224 26 0 0 13 0 0 13 0 0 0 0 0 0
225 52 0 0 13 0 0 13 2 0 0 0 0 0
226 13 0 0 0 0 0 13 0 0 0 0 0 0
227 39 0 0 0 0 0 13 0 0 0 0 0 0
228 52 9 1 13 0 0 13 0 0 0 0 0 0
233 31 0 0 13 0 0 0 0 0 9 1 0 0
234 15 5 1 5 0 0 5 0 0 0 0 0 0
235 5 0 0 0 0 0 5 0 0 0 0 0 0
237 24 4 0 0 0 0 8 0 0 0 0 0 0
239 72 8 1 0 0 0 0 0 0 16 8 0 0
241 24 0 0 8 0 0 8 0 0 0 0 0 0
245 67 3 0 31 0 0 9 0 0 0 0 0 0
248 188 24 4 62 0 0 20 0 0 22 8 0 0
249 51 0 0 17 0 0 17 0 0 0 0 0 0
251 45 5 1 9 0 0 18 0 0 0 0 0 0
254 163 9 1 135 1 0 0 0 0 14 0 0 0
fn=ucp_proto_multi_priv_size
257 9 5 1 0 0 0 0 0 0 0 0 0 0
258 9 0 0 0 0 0 0 0 0 0 0 0 0
259 27 0 0 9 0 0 0 0 0 0 0 0 0
261 9 0 0 9 0 0 0 0 0 0 0 0 0
fn=ucp_proto_multi_probe
264 60 3 1 6 0 0 30 1 0 0 0 0 0
269 30 3 1 0 0 0 6 2 0 0 0 0 0
270 12 0 0 0 0 0 0 0 0 6 2 0 0
274 21 0 0 0 0 0 6 0 0 0 0 0 0
276 54 0 0 42 0 0 0 0 0 6 0 0 0
fn=ucp_proto_multi_query
354 21 3 1 0 0 0 9 0 0 0 0 0 0
355 3 0 0 0 0 0 3 0 0 0 0 0 0
356 9 3 0 0 0 0 0 0 0 0 0 0 0
357 9 0 0 9 0 0 0 0 0 0 0 0 0
fn=ucp_proto_multi_query_config
291 27 0 0 27 6 0 0 0 0 0 0 0 0
296 110 12 1 0 0 0 70 0 0 0 0 0 0
297 80 7 1 10 0 0 40 0 0 0 0 0 0
298 10 0 0 10 0 0 0 0 0 0 0 0 0
308 14 0 0 0 0 0 0 0 0 0 0 0 0
309 10 3 1 0 0 0 0 0 0 0 0 0 0
311 58 0 0 10 6 0 0 0 0 17 7 0 0
313 112 7 1 14 0 0 0 0 0 7 2 0 0
314 42 4 0 14 0 0 0 0 0 7 3 0 0
315 7 0 0 0 0 0 0 0 0 0 0 0 0
318 55 3 1 0 0 0 7 0 0 7 7 0 0
319 100 4 0 0 0 0 30 0 0 0 0 0 0
321 40 0 0 0 0 0 10 0 0 0 0 0 0
325 155 4 0 27 0 0 0 0 0 27 10 0 0
327 34 0 0 0 0 0 0 0 0 0 0 0 0
329 17 0 0 0 0 0 0 0 0 0 0 0 0
331 34 0 0 0 0 0 0 0 0 17 4 0 0
332 56 0 0 0 0 0 14 0 0 0 0 0 0
335 102 0 0 51 0 0 17 0 0 0 0 0 0
339 85 7 1 17 0 0 0 0 0 17 7 0 0
340 21 0 0 0 0 0 0 0 0 7 0 0 0
341 78 7 1 10 0 0 37 0 0 0 0 0 0
348 30 7 1 10 0 0 10 0 0 0 0 0 0
349 30 0 0 20 0 0 10 0 0 0 0 0 0
350 110 0 0 90 0 0 0 0 0 10 3 0 0
fl=/usr/src/debug/ucx-1.17.0-3.fc41.x86_64/src/ucp/proto/proto_multi.inl
fn=ucp_proto_multi_init
19 26 0 0 26 0 0 0 0 0 0 0 0 0
20 39 0 0 0 0 0 13 0 0 0 0 0 0
24 65 0 0 26 0 0 13 0 0 0 0 0 0
46 13 0 0 0 0 0 0 0 0 0 0 0 0
47 65 0 0 26 2 0 0 0 0 0 0 0 0
50 39 9 1 0 0 0 0 0 0 0 0 0 0
fn=ucp_proto_multi_query_config
56 85 7 1 17 1 0 0 0 0 0 0 0 0
fl=/usr/src/debug/ucx-1.17.0-3.fc41.x86_64/src/ucp/proto/proto_reconfig.c
fn=ucp_proto_reconfig_probe.lto_priv.0
68 90 18 2 9 0 0 36 0 0 0 0 0 0
77 9 0 0 0 0 0 9 6 0 0 0 0 0
78 9 0 0 0 0 0 9 0 0 0 0 0 0
79 9 0 0 0 0 0 9 2 0 0 0 0 0
80 36 0 0 0 0 0 18 3 0 0 0 0 0
81 54 9 1 0 0 0 9 0 0 0 0 0 0
84 63 0 0 0 0 0 9 0 0 0 0 0 0
86 72 0 0 54 0 0 0 0 0 9 0 0 0
fl=/usr/src/debug/ucx-1.17.0-3.fc41.x86_64/src/ucp/proto/proto_select.c
fn=ucp_proto_config_query
933 261 18 2 29 0 0 58 0 0 0 0 0 0
934 261 0 0 29 0 0 116 0 0 0 0 0 0
935 29 0 0 29 0 0 0 0 0 0 0 0 0
938 29 0 0 0 0 0 0 0 0 0 0 0 0
939 87 0 0 58 0 0 0 0 0 0 0 0 0
944 58 9 0 29 3 0 29 0 0 0 0 29 29
945 145 0 0 116 0 0 0 0 0 29 10 0 0
fn=ucp_proto_select_add_proto
709 528 56 2 33 0 0 330 5 0 0 0 0 0
710 33 0 0 33 5 0 0 0 0 0 0 0 0
711 66 0 0 33 0 0 0 0 0 0 0 0 0
718 132 0 0 99 11 0 33 0 0 0 0 0 0
739 66 0 0 0 0 0 33 6 0 0 0 0 0
741 66 0 0 0 0 0 33 0 0 0 0 0 0
744 33 0 0 33 8 0 0 0 0 0 0 0 0
745 14334 52 2 2866 0 0 2828 30 3 2804 84 0 0
749 66 25 1 33 0 0 0 0 0 0 0 0 0
753 1096 63 4 267 0 0 145 0 0 89 21 0 0
762 33 0 0 0 0 0 33 0 0 0 0 0 0
763 99 25 1 33 0 0 33 0 0 0 0 0 0
765 66 0 0 33 0 0 33 0 0 0 0 0 0
766 66 0 0 33 0 0 33 0 0 0 0 0 0
767 66 0 0 33 0 0 33 0 0 0 0 0 0
768 33 0 0 0 0 0 0 0 0 0 0 0 0
770 231 0 0 198 0 0 0 0 0 0 0 0 0
fn=ucp_proto_select_caps_cleanup
298 663 11 1 41 4 0 0 0 0 180 76 0 0
299 278 0 0 0 0 0 139 0 0 0 0 0 0
312 328 15 1 0 0 0 164 0 0 0 0 0 0
313 41 0 0 0 0 0 0 0 0 0 0 0 0
314 82 0 0 0 0 0 0 0 0 0 0 0 0
315 205 0 0 164 0 0 0 0 0 0 0 0 0
fn=ucp_proto_select_caps_reset
304 41 15 1 0 0 0 0 0 0 0 0 0 0
305 41 0 0 0 0 0 41 3 0 0 0 0 0
306 41 0 0 0 0 0 41 0 0 0 0 0 0
307 41 0 0 0 0 0 41 0 0 0 0 0 0
308 41 0 0 0 0 0 41 0 0 0 0 0 0
309 41 0 0 41 0 0 0 0 0 0 0 0 0
fn=ucp_proto_select_cleanup
623 18 0 0 0 0 0 0 0 0 0 0 0 0
625 176 0 0 0 0 0 88 0 0 0 0 0 0
626 264 0 0 88 8 0 0 0 0 88 16 0 0
627 18 0 0 0 0 0 9 0 0 0 0 0 0
628 18 0 0 0 0 0 9 0 0 0 0 0 0
629 36 1 1 18 2 0 9 0 0 0 0 0 0
696 20 1 1 0 0 0 14 0 0 0 0 0 0
699 219 2 2 76 12 0 0 0 0 26 17 0 0
703 14 0 0 12 2 0 0 0 0 0 0 0 0
fn=ucp_proto_select_elem_init.lto_priv.0
58 11052 18 2 898 0 0 0 0 0 2786 169 0 0
59 5444 17 2 2722 4 0 0 0 0 2722 667 0 0
70 19 0 0 19 0 0 0 0 0 0 0 0 0
72 38 9 1 19 0 0 0 0 0 0 0 0 0
101 82 0 0 0 0 0 82 0 0 0 0 0 0
103 164 9 1 0 0 0 82 0 0 0 0 0 0
107 2004 0 0 460 0 0 82 0 0 460 78 0 0
109 756 9 1 378 0 0 0 0 0 0 0 0 0
110 1134 0 0 378 2 0 0 0 0 378 11 0 0
125 1540 0 0 308 0 0 0 0 0 0 0 0 0
129 924 0 0 308 0 0 0 0 0 308 34 0 0
130 200 0 0 0 0 0 0 0 0 100 5 0 0
132 36 0 0 0 0 0 0 0 0 18 4 0 0
135 88 0 0 14 0 0 0 0 0 0 0 0 0
136 16 4 1 8 0 0 0 0 0 4 2 0 0
138 4 0 0 0 0 0 4 0 0 0 0 0 0
139 24 0 0 16 5 0 4 0 0 0 0 0 0
150 492 0 0 0 0 0 164 0 0 0 0 0 0
156 164 0 0 0 0 0 82 0 0 0 0 0 0
159 4454 16 2 944 0 0 390 0 0 390 6 0 0
161 1848 9 1 616 0 0 0 0 0 308 12 0 0
165 352 21 3 172 0 0 0 0 0 8 0 0 0
